Use Group,Use Header,Use Name,Use Name Full,Use NAICS Code,NAICS Notes,NAICS to subtract,Zoning District,Permitted Value,Not permitted,Permitted,Permitted with limitations,Permitted with limitations*,Special Permit,Size Restrictions,Additional Conditions,Open Use Allowances,Is Allowed,Limitations
X,Petroleum and Coal Products Manufacturing (324),Petroleum and coal products manufacturing (3241),Petroleum and coal products manufacturing (3241),3241,,,C6,–,True,False,,,,,,,No,
X,Chemical Manufacturing (325),Pharmaceutical and medicine manufacturing (3254),Pharmaceutical and medicine manufacturing (3254),3254,,,C6,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Chemical Manufacturing (325),Soap and other detergent manufacturing (325611),"Soap, cleaning compound, and toilet preparation manufacturing (3256) - Soap and other detergent manufacturing (325611)",325611,,,C6,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Chemical Manufacturing (325),"All other soap, cleaning compound and toilet preparation manufacturing (in 3256)","Soap, cleaning compound, and toilet preparation manufacturing (3256) - All other soap, cleaning compound and toilet preparation manufacturing (in 3256)",3256,3256 minus 325611,325611.0,C6,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Chemical Manufacturing (325),All other chemical manufacturing (in 325),All other chemical manufacturing (in 325),325,"325 minus 3254, 3256",3254.0,C6,–,True,False,,,,,,,No,
X,Chemical Manufacturing (325),All other chemical manufacturing (in 325),All other chemical manufacturing (in 325),325,"325 minus 3254, 3256",3256.0,C6,–,True,False,,,,,,,No,
X,Plastics and Rubber Products Manufacturing (326),Plastics and rubber products manufacturing (326),Plastics and rubber products manufacturing (326),326,,,C6,–,True,False,,,,,,,No,
X,Nonmetallic Mineral Product Manufacturing (327),Clay building material and refractories manufacturing (32712),Clay product and refractory manufacturing (3271) - Clay building material and refractories manufacturing (32712),32712,,,C6,–,True,False,,,,,,,No,
X,Nonmetallic Mineral Product Manufacturing (327),All other clay product and refractory manufacturing (in 3271),Clay product and refractory manufacturing (3271) - All other clay product and refractory manufacturing (in 3271),3271,3271 minus 32712,32712.0,C6,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Nonmetallic Mineral Product Manufacturing (327),Flat glass manufacturing (327211),Glass and glass product manufacturing (3272) - Flat glass manufacturing (327211),327211,,,C6,–,True,False,,,,,,,No,
X,Nonmetallic Mineral Product Manufacturing (327),Other pressed and blown glass and glassware manufacturing (327212),Glass and glass product manufacturing (3272) - Other pressed and blown glass and glassware manufacturing (327212),327212,,,C6,–,True,False,,,,,,,No,
X,Nonmetallic Mineral Product Manufacturing (327),All other glass and glass product manufacturing (in 3272),Glass and glass product manufacturing (3272) - All other glass and glass product manufacturing (in 3272),3272,"3272 minus 327211, 327212",327211.0,C6,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Nonmetallic Mineral Product Manufacturing (327),All other glass and glass product manufacturing (in 3272),Glass and glass product manufacturing (3272) - All other glass and glass product manufacturing (in 3272),3272,"3272 minus 327211, 327212",327212.0,C6,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Nonmetallic Mineral Product Manufacturing (327),All other nonmetallic mineral product manufacturing (in 327),All other nonmetallic mineral product manufacturing (in 327),327,"327 minus 3271, 3272",3271.0,C6,–,True,False,,,,,,,No,
X,Nonmetallic Mineral Product Manufacturing (327),All other nonmetallic mineral product manufacturing (in 327),All other nonmetallic mineral product manufacturing (in 327),327,"327 minus 3271, 3272",3272.0,C6,–,True,False,,,,,,,No,
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),Primary metal manufacturing (331),Primary metal manufacturing (331),331,,,C6,–,True,False,,,,,,,No,
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),Cutlery and handtool manufacturing (3322),Fabricated metal product manufacturing (332) - Cutlery and handtool manufacturing (3322),3322,,,C6,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),All other fabricated metal product manufacturing (in 332),Fabricated metal product manufacturing (332) - All other fabricated metal product manufacturing (in 332),332,332 minus 3322,3322.0,C6,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Machinery Manufacturing (333),"Agriculture, construction and mining machinery manufacturing (3331)","Agriculture, construction and mining machinery manufacturing (3331)",3331,,,C6,–,True,False,,,,,,,No,
X,Machinery Manufacturing (333),All other machinery manufacturing (in 333),All other machinery manufacturing (in 333),333,333 minus 3331,3331.0,C6,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Computer and Electronic Product Manufacturing (334),Computer and peripheral equipment manufacturing (334),Computer and peripheral equipment manufacturing (334),334,,,C6,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Electric lighting equipment manufacturing (3351),Electric lighting equipment manufacturing (3351),3351,,,C6,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Small electrical appliance manufacturing (33521),Household appliance manufacturing (3352) - Small electrical appliance manufacturing (33521),33521,,,C6,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Major household appliance manufacturing (33522),Household appliance manufacturing (3352) - Major household appliance manufacturing (33522),33522,,,C6,–,True,False,,,,,,,No,
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",All other electrical equipment and component manufacturing (in 335),All other electrical equipment and component manufacturing (in 335),335,"335 minus 3351, 33521, 33522",3351.0,C6,–,True,False,,,,,,,No,
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",All other electrical equipment and component manufacturing (in 335),All other electrical equipment and component manufacturing (in 335),335,"335 minus 3351, 33521, 33522",33521.0,C6,–,True,False,,,,,,,No,
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",All other electrical equipment and component manufacturing (in 335),All other electrical equipment and component manufacturing (in 335),335,"335 minus 3351, 33521, 33522",33522.0,C6,–,True,False,,,,,,,No,
X,Transportation Equipment Manufacturing (336),Transportation equipment manufacturing (336),Transportation equipment manufacturing (336),336,,,C6,–,True,False,,,,,,,No,
X,Furniture and Related Product Manufacturing (337),Furniture and related product manufacturing (337),Furniture and related product manufacturing (337),337,,,C6,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Miscellaneous Manufacturing (339),Medical equipment and supplies manufacturing (3391),Medical equipment and supplies manufacturing (3391),3391,,,C6,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Miscellaneous Manufacturing (339),Other miscellaneous manufacturing (3399),Other miscellaneous manufacturing (3399),3399,,,C6,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
I,Agriculture,"Agricultural #uses#, including greenhouses, nurseries or truck gardens","Agricultural #uses#, including greenhouses, nurseries or truck gardens",,,,C7,●P     U,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-113,https://zr.planning.nyc.gov/article-iii/chapter-2#32-114,"Yes, subject to additional conditions, subject to open use allowances",
I,Open Uses,Cemeteries,Cemeteries,,,,C7,●,False,True,,,,,,,Yes,
I,Open Uses,Golf courses,Golf courses,,,,C7,●,False,True,,,,,,,Yes,
I,Open Uses,Outdoor racket courts,Outdoor racket courts,,,,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-113,,"Yes, subject to additional conditions",
I,Open Uses,Outdoor skating rinks,Outdoor skating rinks,,,,C7,●,False,True,,,,,,,Yes,
I,Open Uses,#Public parks# or playgrounds or private parks,#Public parks# or playgrounds or private parks,,,,C7,●,False,True,,,,,,,Yes,
I,Open Uses,"Sand, gravel or clay pits","Sand, gravel or clay pits",,,,C7,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-115,,,,"Yes, by special permit",
II,Residential Uses,#Single-family residence# #Detached#,#Single-family residence# #Detached#,,,,C7,–,True,False,,,,,,,No,
II,Residential Uses,#Single-family residence# Other types,#Single-family residence# Other types,,,,C7,–,True,False,,,,,,,No,
II,Residential Uses,#Two-family residence# #Detached#,#Two-family residence# #Detached#,,,,C7,–,True,False,,,,,,,No,
II,Residential Uses,#Two-family residence# Other types,#Two-family residence# Other types,,,,C7,–,True,False,,,,,,,No,
II,Residential Uses,"All other types of #residences#, including #apartment hotels# and #affordable independent residences for seniors#","All other types of #residences#, including #apartment hotels# and #affordable independent residences for seniors#",,,,C7,–,True,False,,,,,,,No,
III(A),Educational Institutions,College or school student dormitories and fraternity or sorority student houses,College or school student dormitories and fraternity or sorority student houses,,,,C7,●,False,True,,,,,,,Yes,
III(A),Faith-based Institutions and Facilities,"Monasteries, convents or novitiates","Monasteries, convents or novitiates",,,,C7,●,False,True,,,,,,,Yes,
III(A),Faith-based Institutions and Facilities,Rectories or parish houses with sleeping accommodations,Rectories or parish houses with sleeping accommodations,,,,C7,●,False,True,,,,,,,Yes,
III(A),Faith-based Institutions and Facilities,Seminaries with sleeping accommodations,Seminaries with sleeping accommodations,,,,C7,●,False,True,,,,,,,Yes,
III(A),Health Institutions and Facilities,#Long-term care facilities#,#Long-term care facilities#,,,,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-133,,"Yes, subject to additional conditions",
III(A),Health Institutions and Facilities,#Non-profit hospital staff dwellings#,#Non-profit hospital staff dwellings#,,,,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-133,,"Yes, subject to additional conditions",
III(A),Other Institutions and Facilities,Community centers or settlement houses with sleeping accommodations,Community centers or settlement houses with sleeping accommodations,,,,C7,●,False,True,,,,,,,Yes,
III(A),Other Institutions and Facilities,Non-commercial clubs with sleeping accommodations,Non-commercial clubs with sleeping accommodations,,,,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-133,,"Yes, subject to additional conditions",
III(A),Other Institutions and Facilities,Philanthropic or non-profit institutions with sleeping accommodations,Philanthropic or non-profit institutions with sleeping accommodations,,,,C7,●S,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-132,,,"Yes, subject to size restrictions",
III(B),Educational Institutions,"Colleges or universities, including professional schools but excluding business colleges or trade schools","Colleges or universities, including professional schools but excluding business colleges or trade schools",,,,C7,●,False,True,,,,,,,Yes,
III(B),Educational Institutions,#Schools#,#Schools#,,,,C7,●,False,True,,,,,,,Yes,
III(B),Faith-based Institutions and Facilities,Houses of worship,Houses of worship,,,,C7,●,False,True,,,,,,,Yes,
III(B),Faith-based Institutions and Facilities,Parish houses without sleeping accommodations,Parish houses without sleeping accommodations,,,,C7,●,False,True,,,,,,,Yes,
III(B),Faith-based Institutions and Facilities,Seminaries without sleeping accommodations,Seminaries without sleeping accommodations,,,,C7,●,False,True,,,,,,,Yes,
III(B),Health Institutions and Facilities,Ambulatory diagnostic or treatment health care facilities,Ambulatory diagnostic or treatment health care facilities,,,,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-133,,"Yes, subject to additional conditions",
III(B),Health Institutions and Facilities,"Non-profit or voluntary hospitals and related facilities, except animal hospitals","Non-profit or voluntary hospitals and related facilities, except animal hospitals",,,,C7,●,False,True,,,,,,,Yes,
III(B),Health Institutions and Facilities,"Proprietary hospitals and related facilities, except animal hospitals","Proprietary hospitals and related facilities, except animal hospitals",,,,C7,●,False,True,,,,,,,Yes,
III(B),Other Institutions and Facilities,Community centers or settlement houses without sleeping accommodations,Community centers or settlement houses without sleeping accommodations,,,,C7,●,False,True,,,,,,,Yes,
III(B),Other Institutions and Facilities,Libraries,Libraries,,,,C7,●,False,True,,,,,,,Yes,
III(B),Other Institutions and Facilities,Museums,Museums,,,,C7,●,False,True,,,,,,,Yes,
III(B),Other Institutions and Facilities,Non-commercial art galleries,Non-commercial art galleries,,,,C7,●,False,True,,,,,,,Yes,
III(B),Other Institutions and Facilities,Non-commercial clubs without sleeping accomodations,Non-commercial clubs without sleeping accomodations,,,,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-133,,"Yes, subject to additional conditions",
III(B),Other Institutions and Facilities,Non-commercial recreation centers,Non-commercial recreation centers,,,,C7,●,False,True,,,,,,,Yes,
III(B),Other Institutions and Facilities,"Philanthropic or non-profit institutions without sleeping accommodations, excluding ambulatory diagnostic or treatment health care facilities","Philanthropic or non-profit institutions without sleeping accommodations, excluding ambulatory diagnostic or treatment health care facilities",,,,C7,●S,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-132,,,"Yes, subject to size restrictions",
III(B),Other Institutions and Facilities,Welfare centers,Welfare centers,,,,C7,●,False,True,,,,,,,Yes,
IV(A),Public Service Buildings,Court houses,Court houses,,,,C7,●,False,True,,,,,,,Yes,
IV(A),Public Service Buildings,Fire or police stations,Fire or police stations,,,,C7,●,False,True,,,,,,,Yes,
IV(A),Other Facilities,Prisons,Prisons,,,,C7,●,False,True,,,,,,,Yes,
IV(B),Communication Infrastructure,"Radio or television towers, non-#accessory#","Radio or television towers, non-#accessory#",,,,C7,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,,,,"Yes, by special permit",
IV(B),Communication Infrastructure,Telephone exchanges or other communications equipment structures,Telephone exchanges or other communications equipment structures,,,,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-143,,"Yes, subject to additional conditions",
IV(B),Electric and Gas Infrastructure,Electric power or steam generating plants,Electric power or steam generating plants,,,,C7,–,True,False,,,,,,,No,
IV(B),Electric and Gas Infrastructure,Electric utility substations,Electric utility substations,,,,C7,●S     U,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-142,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to size restrictions, subject to open use allowances",
IV(B),Electric and Gas Infrastructure,Gas utility substations,Gas utility substations,,,,C7,●S     U,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-142,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to size restrictions, subject to open use allowances",
IV(B),Electric and Gas Infrastructure,Public utility stations for oil or gas metering or regulating,Public utility stations for oil or gas metering or regulating,,,,C7,●,False,True,,,,,,,Yes,
IV(B),Electric and Gas Infrastructure,"Terminal facilities at river crossings for access to electric, gas, or steam lines","Terminal facilities at river crossings for access to electric, gas, or steam lines",,,,C7,●,False,True,,,,,,,Yes,
IV(B),"Sewage, Storm Water and Waste Infrastructure",Composting,Composting,,,,C7,–,True,False,,,,,,,No,
IV(B),"Sewage, Storm Water and Waste Infrastructure","Dumps, recycling or material recovery facilities, marine transfer stations for garbage or slag piles","Dumps, recycling or material recovery facilities, marine transfer stations for garbage or slag piles",,,,C7,–,True,False,,,,,,,No,
IV(B),"Sewage, Storm Water and Waste Infrastructure","Incineration or reduction of garbage, offal or dead animals","Incineration or reduction of garbage, offal or dead animals",,,,C7,–,True,False,,,,,,,No,
IV(B),"Sewage, Storm Water and Waste Infrastructure",Radioactive waste disposal services involving the handling or storage of radioactive waste,Radioactive waste disposal services involving the handling or storage of radioactive waste,,,,C7,–,True,False,,,,,,,No,
IV(B),"Sewage, Storm Water and Waste Infrastructure",Sewage disposal plants,Sewage disposal plants,,,,C7,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,,,,"Yes, by special permit",
IV(B),"Sewage, Storm Water and Waste Infrastructure",Water or sewage pumping stations,Water or sewage pumping stations,,,,C7,●,False,True,,,,,,,Yes,
IV(B),Transportation Infrastructure,Airports,Airports,,,,C7,–,True,False,,,,,,,No,
IV(B),Transportation Infrastructure,Boat launching facilities for non-commercial pleasure boats,Boat launching facilities for non-commercial pleasure boats,,,,C7,●U,False,True,,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to open use allowances",
IV(B),Transportation Infrastructure,Bus stations,Bus stations,,,,C7,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,,,,"Yes, by special permit",
IV(B),Transportation Infrastructure,Docks,Docks,,,,C7,●S     P     U,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-142,https://zr.planning.nyc.gov/article-iii/chapter-2#32-143,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to size restrictions, subject to additional conditions, subject to open use allowances",
IV(B),Transportation Infrastructure,"Freight terminals, yards or appurtenances, or facilities or services used or required in railroad operations, but not including passenger stations","Freight terminals, yards or appurtenances, or facilities or services used or required in railroad operations, but not including passenger stations",,,,C7,–,True,False,,,,,,,No,
IV(B),Transportation Infrastructure,Heliports,Heliports,,,,C7,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,,,,"Yes, by special permit",
IV(B),Transportation Infrastructure,Mooring facilities for non-commercial pleasure boats,Mooring facilities for non-commercial pleasure boats,,,,C7,●U,False,True,,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to open use allowances",
IV(B),Transportation Infrastructure,Public transit or railroad electric substations,Public transit or railroad electric substations,,,,C7,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,,,,"Yes, by special permit",
IV(B),Transportation Infrastructure,"Public transit yards, including #accessory# motor fuel pumps","Public transit yards, including #accessory# motor fuel pumps",,,,C7,–,True,False,,,,,,,No,
IV(B),Transportation Infrastructure,Railroad or transit rights-of-way,Railroad or transit rights-of-way,,,,C7,●U,False,True,,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to open use allowances",
IV(B),Transportation Infrastructure,Railroad passenger stations,Railroad passenger stations,,,,C7,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,,,,"Yes, by special permit",
IV(B),Transportation Infrastructure,Seaplane bases,Seaplane bases,,,,C7,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-145,,,,"Yes, by special permit",
IV(B),Transportation Infrastructure,Truck weighing stations,Truck weighing stations,,,,C7,–,True,False,,,,,,,No,
IV(C),Renewable Energy and Green Infrastructure,#Energy infrastructure equipment#,#Energy infrastructure equipment#,,,,C7,●P     U,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-143,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to additional conditions, subject to open use allowances",
IV(C),Renewable Energy and Green Infrastructure,Public bicycle and micromobility parking,Public bicycle and micromobility parking,,,,C7,●U,False,True,,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-144,"Yes, subject to open use allowances",
IV(C),Renewable Energy and Green Infrastructure,"Recycling, or organic material, receiving","Recycling, or organic material, receiving",,,,C7,●S,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-142,,,"Yes, subject to size restrictions",
V,Transient Accommodations,#Motels#,#Motels#,,,,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-153,,"Yes, subject to additional conditions",
V,Transient Accommodations,Overnight camps,Overnight camps,,,,C7,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-155,,,,"Yes, by special permit",
V,Transient Accommodations,#Tourist cabins#,#Tourist cabins#,,,,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-153,,"Yes, subject to additional conditions",
V,Transient Accommodations,#Transient hotels#,#Transient hotels#,,,,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-153,,"Yes, subject to additional conditions",
VI Retail,Motor Vehicle and Parts Dealer (441),Automobile dealers (4411),Automobile dealers (4411),4411,,,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,,"Yes, subject to additional conditions",
VI Retail,Motor Vehicle and Parts Dealer (441),Boat dealers (441222),Boat dealers (441222),441222,,,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,,"Yes, subject to additional conditions",
VI Retail,Motor Vehicle and Parts Dealer (441),All other motor vehicle dealers (in 4412),All other motor vehicle dealers (in 4412),4412,4412 minus 441222,441222.0,C7,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,,"Yes, subject to additional conditions",
VI Retail,Motor Vehicle and Parts Dealer (441),"Automotive parts, accessories and tire retailers (4413)","Automotive parts, accessories and tire retailers (4413)",4413,,,C7,●,False,True,,,,,,,Yes,
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),"Lumber yards, retail (in 444180)","Lumber yards, retail (in 444180)",444180,444180 (Lumber retailing yards),,C7,●,False,True,,,,,,,Yes,
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),All other building material and supplies dealers (in 4441),All other building material and supplies dealers (in 4441),4441,4441 minus 444180,444180.0,C7,●,False,True,,,,,,,Yes,
VI Retail,Building Material and Garden Equipment and Supplies Dealer (444),Lawn and garden equipment and supplies retailers (4442),Lawn and garden equipment and supplies retailers (4442),4442,,,C7,●U,False,True,,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to open use allowances",
VI Retail,Food and Beverage Retailers (445),Grocery and convenience retailers (4451),Grocery and convenience retailers (4451),4451,,,C7,●,False,True,,,,,,,Yes,
VI Retail,Food and Beverage Retailers (445),Specialty food retailers (4452),Specialty food retailers (4452),4452,,,C7,●,False,True,,,,,,,Yes,
VI Retail,Food and Beverage Retailers (445),"Beer, wine and liquor retailers (4453)","Beer, wine and liquor retailers (4453)",4453,,,C7,●,False,True,,,,,,,Yes,
VI Retail,"Furniture, Home Furnishings, Electronics, and Appliance Retailers (449)",Furniture and home furnishing retailers (4491),Furniture and home furnishing retailers (4491),4491,,,C7,●,False,True,,,,,,,Yes,
VI Retail,"Furniture, Home Furnishings, Electronics, and Appliance Retailers (449)",Electronics and appliance retailers (4492),Electronics and appliance retailers (4492),4492,,,C7,●,False,True,,,,,,,Yes,
VI Retail,General Merchandise Retailers (455),Department stores (4551),Department stores (4551),4551,,,C7,●,False,True,,,,,,,Yes,
VI Retail,General Merchandise Retailers (455),"Warehouse clubs, supercenters, and other general merchandise retailers (4552)","Warehouse clubs, supercenters, and other general merchandise retailers (4552)",4552,,,C7,●,False,True,,,,,,,Yes,
VI Retail,Health and Personal Care Retailers (456),Health and personal care retailers (4561),Health and personal care retailers (4561),4561,,,C7,●,False,True,,,,,,,Yes,
VI Retail,Gasoline Stations and Fuel Dealers (457),#Automotive service stations#,Gasoline stations (4571) - #Automotive service stations#,4571,,,C7,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-165,,,,"Yes, by special permit",
VI Retail,Gasoline Stations and Fuel Dealers (457),Electric vehicle charging and battery swapping,Gasoline stations (4571) - Electric vehicle charging and battery swapping,4571,,,C7,●U,False,True,,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to open use allowances",
VI Retail,Gasoline Stations and Fuel Dealers (457),Boat fuel sales,Gasoline stations (4571) - Boat fuel sales,4571,,,C7,●P     U,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to additional conditions, subject to open use allowances",
VI Retail,Gasoline Stations and Fuel Dealers (457),Fuel dealers (4572),Fuel dealers (4572),4572,,,C7,–,True,False,,,,,,,No,
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)",Clothing and clothing accessories retailers (4581),Clothing and clothing accessories retailers (4581),4581,,,C7,●,False,True,,,,,,,Yes,
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)",Shoe retailers (4582),Shoe retailers (4582),4582,,,C7,●,False,True,,,,,,,Yes,
VI Retail,"Clothing, Clothing Accessories, Shoe and Jewelry Retailers (458)","Jewelry, luggage, and leather goods retailers (4583)","Jewelry, luggage, and leather goods retailers (4583)",4583,,,C7,●,False,True,,,,,,,Yes,
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Sporting goods retailers (45911),Sporting goods retailers (45911),45911,,,C7,●,False,True,,,,,,,Yes,
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",All other hobby and musical instrument retailers (in 4591),All other hobby and musical instrument retailers (in 4591),4591,4591 minus 45911,45911.0,C7,●,False,True,,,,,,,Yes,
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Book retailers,Book retailers and news dealers (4592) - Book retailers,4592,,,C7,●,False,True,,,,,,,Yes,
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",News dealers,Book retailers and news dealers (4592) - News dealers,4592,,,C7,●U,False,True,,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to open use allowances",
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Florists (4593),Florists (4593),4593,,,C7,●U,False,True,,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to open use allowances",
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)","Office supplies, stationary, and gift retailers (4594)","Office supplies, stationary, and gift retailers (4594)",4594,,,C7,●,False,True,,,,,,,Yes,
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Used merchandise retailers (4595),Used merchandise retailers (4595),4595,,,C7,●,False,True,,,,,,,Yes,
VI Retail,"Sporting Goods, Hobby, Musical Instrument, Book and Miscellaneous Retailers (459)",Miscellaneous retailers (4599),Miscellaneous retailers (4599),4599,,,C7,●,False,True,,,,,,,Yes,
VI Services,Postal Service (491) / Couriers and Messengers (492),Postal service (4911),Postal service (4911),4911,,,C7,●,False,True,,,,,,,Yes,
